review_date,handle,rating,helpfulness_rating,Counterfeit,review
31-Dec-20,antzrus,5,2,0,"I haven't gotten COVID yet so maybe it's working. Who knows? KN95's from China kinda' make U wonder, but what else can U find? They cover very well and are mildly uncomfortable over long periods of time (more than 30 minutes."
29-Jan-21,Raph555,1,One,1,"Fake mask, no branding like the product picture Certificate manufacture date is from May 2020. Impossible that we can buy mask that has been manufacturer 8 months ago at the peak of the crisis Mask sold by Amazon"
26-Oct-20,Amazon Customer,3,One,1,"I did not care for fact that the brand mane, model/serial number and ALL-CAPS ""MADE IN CHINA"" was all printed prominently on front,  nor did I care for the rather odd chemical aroma when the masks are donned.  I asked for a return authorization and the seller DID refund my full purchase price - thank you.  Masks should be all white on the visible side! Also, the odd smell is probably just from being sealed up in the plastic envelope, but it still was not something I wanted to be breathing in."
16-Feb-21,Robb Smith,1,One,1,"I had a bag of these masks sitting around for a few weeks before opening the bag.  The labelling on the bag clearly said 10 masks.  When I opened the bag there were exactly 2 masks inside.  I had to double check to make sure that there were not other masks stuck together, but no, just 2 masks.  Two very expensive masks.  Find another seller!"
4-Feb-21,Kindle Customer,3,,0,"They fit me ( a woman) just fine, but my husband (a thin man) cannot make the bands reach behind his ears. When he tries the ears are yanked forward and the bands fall off. I find them comfortable and am satisfied but have had to order from another company, in the hopes that “large size” includes the bands. The ratings are misleading. I think they are very good, but.....you should be warned"
6-Feb-21,Shane Glander,5,,0,"The main selling point for me was the fact that it had a nice green color to them and they definitely do have a green tint to the lettering and the nose adjuster, but more importantly it was comfortable it's breathable and the straps aren't too thin or too thick. My only complaint I've ever had with it was it gets a little itchy, but that might just be because I have a beard. Overall decent masks n breathable, definitely will restock with more."
9-Feb-21,Mom in Boston,3,One,1,"I bought these specifically because they have a code on them to check if they are genuine. However, it arrived with the plastic package already open, so even though the code is on the bag, I do not feel assured that the masks are the original, genuine masks.  They are very thick, and a little big, but otherwise seem like standard masks, just now without the reassurance of their quality."
11-Feb-21,Jerry H.,1,,0,"Product is loosely packaged in a plastic bag which has really nice sealing on the top as you can see in the pictures on their webpage, but what you don't see is that the bottom of the package is barely glued and opens extremely easily. Mine came completely opened, leaving a question on the sanitation of the masks. I would not buy again and only plan on using these if I am desperate."
2-Feb-21,Crockett,1,One,1,"They were a fake ass knockoff from a 3M KN N5 that my wife has to use at the hospital when she is seeing patiets. The ""Made in China"" did it for me right there. Bring back making products in THE UNITED STATES OF AMERICA!!!!!!"
30-Jan-21,Nikki P,1,,1,"The most INSULTINGLY, DISGUSTINGLY, LOW-RENTLY, KNOCKOFFLY, FAKEST MASKS EVER. 100% false advertising. The adhesive had clearly been opened at some point, there is no seal on the bag, the masks are totally blank - no stamp, no embossing, nada. QUESTION: What's worse, A) people who refuse to wear masks, OR B) people who sell fradulent, bootleg, fake masks to people trying to do the right thing by wearing masks to protect their families and communities? ANSWER: B) people who sell fradulent, bootleg, fake masks to people trying to do the right thing by wearing masks to protect their families and communities. I  can stay away from people who don't wear masks. But this bootleg mask gives the illusion of safety, and it's just so deceptive and wrong. Do not buy. I am getting a refund."
29-Jan-21,Hypnotist Collector,4,,0,"As far as I can tell, these are legitimate and they fit. I did not have the messy packaging problems that so many reviewers have encountered; the package was sealed and clean. The verification code worked. I'll use mine in combination with my cloth mask made from one layer of 500-thread-count cotton and one layer of high-thread-count shirting and hope to stay safe. I agree the number of fakes out there is really disconcerting, I think Amazon needs to take some responsibility for managing and weeding out fakes before selling them."
21-Feb-21,MCR,5,,0,"This is my go-to mask. I literally keep one in my pocket all the time to throw it on when needed. Really good fit and nice seal when you pull the straps to equalize tension. Haven't got covid yet, so that's saying something. I'm a moderately large guy. But my wife can't get them to seal well so she double masks with these as the inner layer and a cotton mask outside."
8-Mar-21,Moo Moo,4,,0,"I found it to very secure around the face but the elastic around the ears (for me anyway) weren't long enough, they keep popping off my ears and dig into the skin. Not very comfortable but maybe its cuz my head is bigger than usual. LOL Otherwise they're a great alternative to the paper ones ""for sure!"" I still wear the paper ones over them cuz they keep popping off."
15-Oct-20,Shannon Rosenman,3,2,0,This is not for someone with a small face. It goes from one ear to other and all the way under my chin to my neck! No thanks
7-Sep-20,AS,4,3,0,"This mask is comfortable and fits nicely. I had a bit of a scare when I noticed that I could see through all of the pin holes around the nose bridge. It turns out that they have used a transparent lining there so it looks like holes but they are not open, whew! LOL"
15-Feb-21,Marcus Dunn,5,,0,"This is the first KN95 mask that I've worn and I love it. The protection is there and I feel confident that I'm not only protecting myself but protecting others by wearing it. They are designed with quality construction. I haven't cut the mask in half to count the plies, but it is thick and sturdy. Fits like a glove, and not too tight (never hurts the backs of my ears) while staying in place no matter how much I toss and turn my head. And lastly, I do think I can breathe a little bit better than with any other mask that I've worn. The way that it sits not pressed agains my mouth and nose really makes a big difference in my opinion. I was wearing the blue 3-ply disposables when I worked out at my local Planet Fitness, but with these I feel less strained for breath. So, as long as we have to wear them I want to be the most comfortable I possibly can. These will be my staple from now on."
23-Jan-21,Edward J. Rosario,1,One,0,Non-Medical. Non returnable. Stay away if you are a healthcare professional such as myself. Mask is probably no different than any other KN95. Don't waste your money like I just found out that I did.
7-Mar-21,reviewer from Calif,5,,0,"I bought these to use on a cross country airline trip I made for family reasons.  My flights were in January and February 2021 during the height of Covid infections and involved crowded airports and pretty full flights (one was 100% full).  So I was worried.  I kept this mask on and added a visor (and didn't take them off during the flight, even to eat or drink).  I remained Covid-free and verified that by testing negative for Covid after.  That's the endorsement.  It seems well made and it kept me safe.  They are a little on the smaller side but fit me well.  Of course they are supposed to be snug to be effective, but they might not be comfortable for a man with an extra large head."
3-Feb-21,E. C.,4,One,0,"I'm not sure if this is certified or not but it passed my own tests at home.  The holes seem to be covered with clear protection, and no water passed through when filled.  The candle did not flicker when I tried to blow it out while wearing the mask.  I'll probably still double mask in crowds."
8-Feb-21,M. Park,3,,0,"Happy to find these masks on the FDA emergency use approval list but they are so small!  Way too tight for my husband to use.  The ear straps are too short so if he tries to wear it, the masks leaves indentations on his face from being pulled so tight.  Besides that, they straps will probably pop off from the tension.  But they fit my 10 year old perfectly."
7-Feb-21,firefly,5,,0,"I have ordered KN95 masks form several different sellers.  This mask fits snug as it should, but the ear loops are thick and do not give very much so after several hours, my ears hurt.  The other masks have thinner smaller ear loops, but masks do not fit tightly as they should which is more concerning! It would be nice if the ear loops would be adjustable."
23-Nov-20,Tuggy,5,,0,The quality seems pretty high. The ear straps feel and fit great (and are molded into the fabric rather than having cheap-looking staples to hold them in place).  Also the nose strip is molded into the fabric rather than having an exposed strip.  Fit seems to be very good after nose strip is adjusted to the face.  Comfortable to wear (as far as masks go!).
18-Mar-21,Soojin,1,,1,"These masks once I opened them proved to be so tight that neither my husband or myself could bear to wear them.  When attempting to stretch them out, the straps s append off.  Do Not Order.  By the time I took them out of the package, it was too late to return them.  I am surprised that Amazon would be promoting such an inferior product, a total rip off!"
28-Jan-21,FarmGirl9,2,,1,"The ear loops on the masks I received are so short that my ears are bent painfully forward. I do not have a large face! No other mask has done that. I wear glasses and hearing aids, so these masks are either going back or being donated. I have to wonder, too, at the efficacy of the material where I can see light through the ""perforations"" along the sides."
13-Feb-21,BaaBee3,5,,0,"These Powercom KN95 Face Masks are the most comfortable masks I've tried.  Not only are they safe and lightweight, but they keep my glasses from fogging up.  A big plus!!  The nose clip keeps them secure, even through talking and moving about.  I bought two packages of these for my son, and another package for me.  At this price, they're irresistible!"
17-Mar-21,Kat,3,,0,"I have purchased N95’s and other 3M type masks for years for everything from protection from illness to construction projects, and now Covid.  NOT one other product has been as uncomfortable.  The ear elastics are so short that they pull my ears forward, make my glasses slip and are useless. I only recommend them for small faced persons or teens."
11-Feb-21,TooMuchStuff,4,,0,"These were on the FDA emergency use list (the pictures of the product and packaging o  the FDA site look like this package as well).  They seem pretty good... fit ok and have the info on the outside of the mask as indicated in the authorization info.  I saw another reviewer state these were on the ""not authorized"" list..?  Not sure what they are talking about..."
1-Mar-21,M. Kelly,2,,0,"I saw these recommended online, but the fit is not great. The nose piece doesn't seem to bend in a comfortable way and when I wear it under a cloth mask as recommended, it rubs on my cheeks and goes too close to my eyes. I don't like having to touch it and re-adjust while I'm out in public. There is also a very distinct smell that doesn't seem to fade even after I've had it out of the package and worn for a day. I wouldn't buy them again."
10-Apr-21,Doctorbear,1,,0,"(1) Price charged ($26) was OVER TWICE price now ($12.55).  Disgustingly obscene PRICE-GOUGING to exploit and take advantage of our fears. (2) Straps do not fit correctly, no matter how adjusted. (3) Horrible smell. (4) Not returnable so a complete waste of money."
6-Sep-20,Inspector Gadget,5,2,0,Great mask and comfortable.  Wore on 2 flights of five hours each. No foggy glasses and no “maskne”.  Was able to breath comfortably during one hour weightlifting workout. This is now my “go to” mask.
23-Nov-20,An Average Consumer,1,One,1,"I do not know if I can trust these masks for protection.  They are thin and have perforation (""holes"") across the mask and you can see through the perforation.  The mask I received does not look like the picture in the description.  I placed an orange Post-It note inside the mask and took a picture; the color shows through the ""holes""."
23-Dec-20,Nick Onufer,5,,0,"How well this mask works as opposed to an N95 I cannot be sure. Having worn 3M medical grade N95s this cannot compare. I doubt it would pass a fit test.  Howevever, for what it is it does fit well, is comfortable and breathable to be worn at work for 8 plus hours a day.  It probably  offers a slightly higher level of protection than a standard blue disposable mask.  It fits both my face (Average size male) and my wife's face quite well.  The ear loops feel tight but this is a good thing in my opinion as it holds the mask closer to your face.  My wife enjoys it as it does not fog her glasses like a standard disposable surgical style mask.  All in all, for a lower risk, lower crowd envirornment I think its a pretty good mask."
22-Aug-20,S.A.H.,5,One,0,Arrived earlier than expected.  Authentication (code) process was easy to complete.  Company is very responsive and good communication.  Happy to receive quality masks during these times.
20-Mar-21,Jen,2,One,0,A lot of these were broken or broke at the ear hooks.
8-Apr-21,Sylvester Osagbemi,1,,0,"Absolutely awful.  This mask does not stay on because the strap for the ear is too short.  It pulls on your ear and then pops off all of the time.  This is the worst mask that we’ve purchased.  Also, it does not come in a sealed package, which is weird.  Don’t waste your money."
26-Jul-20,Kayleigh Brandow,5,5,0,I love this mask I don’t feel safe with those blue ones that barley do anything but these I feel safe wearing love them so comfy too!😊
11-Feb-21,missd,3,One,0,"These masks are really small for my face and didn't fit my husband's face at all.  They are so small that the ear loops pulled my ears forward when worn, which is/was very uncomfortable."
2-Feb-21,Briggadoon,5,One,0,"Since it looked like some other users mentioned quality or other issues, it seems like results may vary. For what it's worth, I believe the masks that I ordered are the real deal. The manufacturer and verification code match up with what is on the FDA's EUA list. The masks that I received are high quality. They may be a bit small for some, but they fit me well enough, and are great for my wife who has an issue with most masks being too large."
13-Feb-21,DixieWrecked,5,,0,"A decent seeming mask with good amount of filtration. But I personally prefer the n95 style that has the straps around the back and head. The ear straps don't usually give me a good seal. But these seem to be quality masks, for this price, if the earloops fit your face better than  neck straps . A little on the small side of average I think."
18-Feb-21,Monica,5,,0,"I bought these masks for grocery trips or to use in other public places. The fit is great, nice and tight and they're easy to breathe through. The only downside is that the ear loops are a tad tight, so wearing them for more than an hour can be uncomfortable. But I reuse the same mask multiple times and the earloops have stretched a bit"
29-Jan-21,Mary H.,4,One,0,"The ear elastic on these is very short. We will be keeping them, as we feel like the mask quality is excellent. But we now need to order ear savers to be able to wear them. PITA for sure."
11-Oct-20,X. Chen,1,3,1,Did not pass the water test. Leaking immediately
12-Sep-20,Shopper,1,3,0,"Absolutely not breathable. Also, I have a narrow face and it's a tight fit"
9-Mar-21,Milly,5,,0,"I love the fit of these masks, and obviously they are a better filter than cloth masks, and warmer than I expected. After long hours of wearing the straps did hurt my ears, but a quick stretch of the straps helped a great deal. I have been paying much more for KN95's that fit so poorly that I won't buy them again, I will buy these instead."
10-Feb-21,Scott Hodges,3,,0,After about 15 minutes it starts to cause a little hurt behind the ears.  Stretched out the elastic a good bit and somewhat better.  Other than that OK.
15-Feb-21,Kendra Sommer,1,2,1,"The masks arrived promptly.  KN95 was not embossed on the mask, nor was anything else.  It makes me wonder if it's possibly a knock off.  However, I ordered these before and they were perfect.  Amazon refunded me promptly for this order when I brought it to their attention."
28-Nov-20,closetotheknives,5,,0,"With this mask, fear not, the wilds of even Wal-Mart. This is one of the most secure and well-made disposable masks I’ve used, and I’ve been wearing masks daily since late February. A little hard to breathe in at first, but you do get used to it. There is a good space between the mask and your mouth so talking is easier, albeit a little muffled. The straps are very comfortable and in my experience don’t wear harshly behind my ears like other masks I’ve used. These have the added benefit of being folded, so they also store easily if re-using a couple of times. Overall they are my favorite on the market, and I don’t really feel as safe in anything else."
31-Dec-20,5gary,5,2,0,We've tried 6 or 7 brands. This is one of our two favorites. They are comfortable and do not fray. The elastic straps are not too tight and they do not break off like many others.
12-Dec-20,Clayton,5,,0,"These masks fit very well, and are the most comfortable masks we have found so far. Hopefully, as a KN-95 masks, they are effective in preventing the spread of Covid 19 to the user as well as nearby people. Some studies have shown that masks from China do not always meet the standards they say they do, but hopefully these masks do."
12-Feb-21,David Kaplan,4,,0,Been ordering these masks for my kids because they are FDA cleared and other reviews have stated they are a tight fit which I needed for my kids. Lately the consistency in the specifications have been off. The earloop band's length and thickness has not been the same. The elastic loops are thinner and longer which makes them not fit my kids as well. Not sure why these differences are occurring and hope the consistency issues don't have to do with some of the fakes on the market.
28-Nov-20,Plkek,5,,0,"I bought these exclusively for airport useage during the pandemic.  Many people are not wearing their masks properly at airports - increasing the risk of exposure to the rest of the folks in the waiting area.  The masks were a little tight behind the ears so I couldnt wait to get out of the airport and throw them away.  Regardless, I wouldnt fly without one."
28-Jan-21,Helen Toledo,2,2,0,The actual mask was good but the elastic loops were so tight to the point my ears  hurt so bad. I think the loops were too short for an adult size. It’s like it’s made for kids size for the one I received. I would really like to receive a new one with longer loops that’s comfortable to my ears.
26-Sep-20,David Beers,1,2,1,these are full of holes dont buy
14-Dec-20,Wendy Purrington,2,One,0,"After two hours of wear, the bridge of my knows was red and sore."
20-Feb-21,Amazon Customer,4,,1,"This is a KN95 mask & not N95. KN95 masks are not approved in the US for use in place of N95 masks and the term 'FDA' in the title is misleading as NOISH certifies masks & not the FDA .. That said, it's a good mask as it blocks odors around you. It sits tight in the face, so glasses don't get foggy. If you're in the habit of wearing your mask around your neck, that won't be comfortable, so I suggest buying a chain like that used for eyeglasses. Some healthcare clinics provide KN95 masks to their staff, although might not be the same brand."
12-Sep-20,Anonymous in TX,5,One,0,Very good fit and comfortable. Love the fact they have a scratch off number on the package so that we can verify the product is genuine from manufacturer and not a fake.
1-Feb-21,Alyska,1,,1,"I received counterfeit masks, with no anti-fake sticker. Refer to the Powecom website (powecom.com) to see how authentic masks should look. Further, when using the FDA EUA list to check if a mask is listed, the *exact name* needs to match -- this listing quotes two different mask types (""KN95"" and ""KN95 (Earloop Style)"") to bolster its authenticity and filtration % claims, neither of which is accurate -- if not counterfeit, this would be the ""KN95 Protective Mask (Non-Medical,)"" which failed making the EUA list, because they're supposed to be 95% filtrative, and only tested at 93-94%. Details matter, especially in this context."
25-Feb-21,That Guy,5,One,0,Pretty good. Little tight but that’s what you want. I sometimes toss another cloth mask on top of this if I’m in a more risky situation during covid for added protection.
27-Aug-20,Amazon Customer,4,One,0,"Hope they are real ones and are safe. Don't know, but they are easy to wear and have thick layers across the middle. My husband and I always just""Say a prayer and Wear."""
6-Dec-20,Fearnofishbob,3,,0,All is well except the elastic for the ears.... extremely tight...could not wear more that about 30 minutes and they had to come off .....not sure how to remedy this but I don't think I will be able to wear them.. Other than that they are fine
20-Dec-20,Clara Contreras,3,,0,Although the thickness of the mask is excellent quality the length is very odd making it very uncomfortable on the ears. Another thing I didn’t like is the fact that the packing doesn’t seem to be protecting is just a simple resealed bag with all the mask together
16-Oct-20,JB,2,,0,Appear to have the correct material and fit fine.  But the odor from the mask is a bit nauseating.  Writing this as I sit on a plane that is delayed.  Should be OK if the odor doesn’t make me throw up in it.  Not sure how I feel about the big Made in China stamp on the front.
18-Dec-20,carylyn,5,One,0,"It came fast and it has a seal with a qr code for authenticity- interesting.  The masks did well in NIOSH testing. They fit very well, seal well and are easy to don and doff"
11-Feb-21,David Kerpash,1,,0,"As soon as I took the first masks out of the package, the strings detached from the mask itself. The mask looks to be well made, but you are paying for 10 masks when only 5 are actually usable, and that is iffy depending on whether the strings hold up. If you are wearing it under a fabric mask it might be ok."
14-Dec-20,Hannah B,4,One,0,The picture displayed is not the masks that I received in the mail. The ear loops are drastically shorter. I have purchased a mask extender in hopes to solve this issue.
28-Jan-21,Mr Hedypoo,1,,0,Awful mask! Very small! Extremely tight! Instant headache! I would not recommend buying these for adults! Funky smell
4-Dec-20,French lady,5,,0,"I have bought those masks several times. What I really like is that they fit my face very well, no gaps on the sides or chin (I am 5'5"") like I have had with other brands. Comfortable around the ears as well, I always take a couple of minutes to make sure the ear loops are nicely behind my ears before going anywhere."
14-Dec-20,Acejvs,5,,0,"The masks I received appear to be genuine. The verification code checks out and the company stamp is authentic. The mask itself is very comfortable to wear, is substantive, has a secure fit, and provides a solid filtering barrier. I’ll order these again. KN95 masks are worth the extra cost for the added protection."
22-Mar-21,RSG,5,,0,"This is my go to for multi state road trips. Fits securely and the ear loops are made of soft comfortable elastic. Stops limited to 20 minutes for gas, food and relief breaks combined so mask wearing only for brief periods during the 18 hour drive. I used one mask to get to our destination and one mask coming back."
25-Nov-20,RX,3,,1,"Bought this twice, once in August, and again in November. The masks I received in November are distinctly different masks from the batch I got in November--they look different and fit too tightly, bending my ears uncomfortably forward."
21-Dec-20,DeeMad17,5,,0,These fit snuggly and are comfortable. My 97 yo mother agreed the fit was comfortable on her skin and did not slip off her nose. No objectionable odor and breathing was not inhibited. One can stretch the soft elastic to improve fit on ears easily. I recommend these masks packaged in a group of 10 in a reclosable bag.
5-Nov-20,Amazon Customer,1,2,1,"What can I say? The photo shows it all. Of course code doesn't check, but who cares if security seal doesn't look real and can be easily resealed. Ordered a replacement, let's see what I get next time."
15-Feb-21,Sasha,3,,0,"Breathability is ok. not the best. Elastic strap is tight on large heads, not recommended, especially with glasses; ok on smaller heads."
30-Jan-21,Gils Garage,1,,1,"Came in a bag labeled headband, but were ear loops.  Looked nothing like the item shown on Amazon or the Powecon website but stamped Powecon with a KN95 melt brand on the mask.  Returned for Amazon gift refund. Sold and shipped by Amazon."
3-Mar-21,Rachel A,1,,0,"Can something be too small and too big at the same time?  My eyes, ears and cheek bones got scrunched, but the bottom part jutted into my neck. I don’t recommend."
22-Mar-21,med1pilot,3,,0,"Comfortable, but they don't seal very well.  No matter how I adjusted the metal nose piece or positioned it on my face, there was always some air leakage around the edges."
31-Jan-21,Janice Knight,1,,0,Definitely desent quality but very small and itchy material.
2-Apr-21,Emilie G.,2,,0,Doesn’t fit small or even medium faces. Cuts into the lower part of our eyes. I gave one to a male friend and he had the same issue
2-Dec-20,GVegasYeah,4,One,0,"Fits well, I have a small face. Fogs up glasses a little so not a super tight fit. Better than a surgical mask. Smells plasticity out of package. A little itchy, but not bad."
4-Jan-21,Carlos Gutierrez,5,2,0,I bought this mask because it is approved by the FDA and it gives me alot of confidence to know that it has been tested in the US.  You can copy and paste the following into Google for the test that deems this mask 99%+ effective by the CDC: “modified teb-apr-stp-0059 Guangzhou Powecom”.
25-Nov-20,robert,3,,0,don't fit adult its smaller than normal
5-Dec-20,Nicholas,3,,0,"Efficacy is fine - just elastic is too short, so prepare for Dumbo ears and lack of comfort.  So sending it back"
9-Feb-21,PFraser,5,,0,"The masks I received were sold by Innovate Tech LLC in Tempe, AZ. The bags did have the ""anti fake"" stickers on the back so I was able to verify they were genuine. They fit an average size man well. The elastic straps stretch very well and it has a reasonably tight seal. Delivery was much quicker than stated."
6-Feb-21,E. Yu,5,,0,"I have a fairly small face (not child size, but I'm petite) and this mask barely fits on my ears after stretching out the ear loops a bit. It pulls my ears forward a bit but stays and feels like it has a good seal. No way this fit my husband -- ended up buying him the Hotodeal KN95s which fit well."
13-Jan-21,knee,5,One,0,On the FDA and CDC lists as approved for use. Comes with certificate.  Many companies cheat on design. This co is great. Fast delivery and great svc.
15-Feb-21,George Kluney,1,2,1,This mask is dangerous because it is full of holes: it is manufactured with 44 rectangular holes measuring 1/8 by 1/16 inch.  The total area of all the holes is more than 1/2 x 1/2 inch.  Unbelievable!  Don't risk your health and life with this piece of junk from China.  Someone should go to jail.
19-Feb-21,RCM,5,,0,"I've worn one for a week now and am very pleased with it.  I know it fits tightly because it balloons outward slightly when I exhale and sucks in slightly when I inhale.  It is a bit harder to breath than with my cloth mask, but I believe it provides vastly more protection.  I plan to keep on wearing it."
3-Feb-21,Zoe,3,One,1,"Passed water test, failed fog test. No certification seal that could be checked, bottom of package opens easily without one. Was comfortable but smells slightly and turned my cheeks around the mask a rosy red color with some irritation. Would not buy again. I'm sensitive to chemicals and was not sure the ones I got are authentic."
31-Aug-20,Kirsten,5,One,0,Amazing customer service! Masks shipped quickly and arrived sooner than expected. I feel safe wearing these masks as I am a dental hygienist and need to wear an N95 all day. Mask fits so well and doesn’t have any lingering smells.
26-Nov-20,sunshineca,4,,0,Had some issues with the masks and emailed the seller. The seller provided prompt and courteous customer service to resolve the issues. Kudos to the seller. Customer service I would rate it 5 out of 5. Masks themselves not so much. Buyer might want to research to see if there is a FDA approved list.
2-Feb-21,Consumer,1,One,1,I’ve been duped. I ordered these four times before I realized they are counterfeit. Not as pictured. No company name or numbers. Just a generic KN95 stamp. So angry!
27-Nov-20,Animal Lady,5,,0,I like these masks a lot for the way they fit my face and the amount of resistance I get when breathing through them. They are tight enough not to fog my glasses. I wish their appearance was a little less stark and utilitarian - I wear another mask over them to make them look not quite so 'hospitalish'.  But excellent product overall.
30-Dec-20,H. Klashinsky,5,One,0,"We used these on a recent flight and it gave me added security during the pandemic. The fit was perfect for both my petite face and my husbands larger one. I did not have any trouble breathing, but did find they made my face warmer. It was a good trade off for the added security in a congested area."
7-Mar-21,A,5,,0,"I bought some of these when they started recommending doubling up on masks... I'd rather wear one lightweight, effective mask in crowded areas than a bunch of hot layers of cloth. I can tell it's making a decent seal around my face and chin by the way it collapses when I breathe.  I've also used them in smoke and construction dust and they're very effective for those purposes as well."
19-Feb-21,NeekyNeek,1,One,1,I appreciated the price but the masks are not legit. My boyfriend bought a couple packs and they had all the Powecom lettering and authenticity sticker on packaging. We bought another set and they were plain white no Powecom signage anywhere and no deal on the packaging. I should have looked at package before opening. Please read reviews; they help lol Will not be purchasing from this company again. Sucks
21-Nov-20,Dave Richardson,5,,0,"The masks are a good product & value -  I have just received them & they fit well , are comfortable in place & are well made- I think they will be good for the job of  air filtration in these difficult times, changing my mask often for maximum protection. Thanks- Dave Richardson"
25-Feb-21,Stargazer Cat,5,One,0,"Can someone tell me how you scratch off the coating on the anti fake label?  Nothing on mine scratches off to reveal.a number, so is it fake?"
8-Mar-21,Twinset,5,,0,"I like this mask very much. Very secure and fits well. Hard to use if exercising, but for normal use it's fine. Elastic around ears works well, sometimes area behind ears gets a bit sore if wearing for long periods of time. Definitely feel more secure in this mask than my fabric and lighter weight (blue and white) paper masks."
29-Dec-20,Mary,2,2,0,The package seal that these masks came in was open when I recieved them which is concerning. Seems like a route for contamination for a product that I hoped would keep me safe from covid :/ not really sure which masks are safe ro buy on amazon. Its challenging to find anything here that is cdc approved. I am not sure if i would recommend this product due to the packaging being open to contamination. Going to try to decontaminate in the oven.
21-Aug-20,Chris Ludwick,5,One,0,"I bought two packs of these to try out. They give you a verification code to check on a website to make sure they are legit. Which they were! As for the fit, super comfortable and nice and snug against your face. I will buy again!"
29-Jan-21,Mbeth,1,2,1,Masks I received are not as pictured here on Amazon and are in fact highly questionable for safety/protection!  Possible counterfeit?  Mask has perforated holes on face of mask with only a thin film covering-- I can see through them!  How is this protective?!
7-Nov-20,dcwuellner,5,One,0,Needed masks that would give us adequate protection from the virus.  They seem to be working well as we have not been infected thus far.
26-Dec-20,KC,3,,0,Feel more protected with these.  Well made.
3-Aug-20,Conquistador,5,3,0,These mask work well on narrow faces
4-Mar-21,Catie,4,,0,"These masks are small, but they are a PERFECT fit for me.  They DO fit tight, but, they are supposed to fit tight to keep all the bacteria/germs out!  It has the metal nose clip that is important.  I like that these are reusable.  I would buy these again, and would definitely recommend!"
24-Feb-21,Faye burtch,1,One,0,Fibers come off on your face and itches
6-Nov-20,70's teen,5,,0,"These fit snugly but comfortably to prevent air leakage on the sides.  They seem well-made and are easy to breathe in.  Forest fire smoke, pollen, and (hopefully) Covid are kept out.  It's the next best thing to a 3M N95 mask I've found and more comfortable to wear (esp. in hot weather)."
8-Mar-21,BostonBloomer,5,,0,Always have these on hand.  I go between surgical masks and these KN95 masks depending on where I am. Comfortable w no smell And these masks do not for up my glasses like surgical ones. Good value for money. Very light weight as my 85 yr old neighbors are always asking me for these masks.
13-Oct-20,Susan Goldstein,5,,0,Very happy with these masks.  They are comfortable and light.  TOTALLY like that they are on the FDA Appendix A EUA list.  Had some trouble with the shipping - I guess got lost or something but compan contacted me and offered money back or reship.  Glad I choose reship!  Got them today.
9-Feb-21,Andrea Vasquez,2,,0,"Firstly, I don't know if this mask is fake or not.  I also do not know if it's FDA approved or not- I had read that all FDA-approved masks are labeled as such, but I also don't know if that's true.  There is so much fake information out there, it makes me second-guess everything. I am giving it 2 stars only because they are not individually wrapped so once you open the bag, all of them can be easily contaminated."
21-Dec-20,Laura,5,,0,"This is a tight fitting mask with ear loops. It takes a bit more effort to breathe through than a cloth mask, but that is expected, as this is similar to a US N95 type respirator. I had to wear it for several hours, and it was reasonably comfortable and didn't need to be constantly adjusted. The ear loops did not bother my ears."
16-Feb-21,Amazon Purchaser,4,,0,Item is as advertised and was even evaluated by NIOSH.  These are KN95 masks so not exactly the same as certified N95s but a bit easier to wear.  The nose piece wasn't as comfortable as the one in my cloth masks so after a while I switched back to my homemade mask for longer wear.
27-Dec-20,tsabbe,5,One,0,I'm an adult male and this was too small for the face and didn't make the ears. It did fit my elementary school age nieces and nephews.
1-Feb-21,Fdavet,4,,0,"Very comfortable mask. It takes some work to get a leakproof fit, but it is possible. The best way to make it airtight is just to put another cheap disposable or cloth mask over it.  The pressure of the extra mask usually produces a good seal, and breathability is still good."
1-Dec-20,brittany g,2,One,0,"These masks feel very legit and I feel very safe wearing it, but it is so small on my face that it is extremely uncomfortable. I am a thin woman with a thin face, but I feel as if I'm going to pass out while wearing this mask because it is so small and tight on my face. Disappointed because it's great quality. My dad and boyfriend cannot even get these on their face."
23-Nov-20,Kevin Deegan,5,,0,"My 2017 MacBook Pro laptop keyboard began having problems due to the butterfly clips installed that year which caused several keys to fall off and become inoperable This thin mini external keyboard was the perfect short term solve as I was able to place it right on top of my broken keyboard and continue using the laptop it until I had a chance to get the MacBook Pro keyboard replaced at the Apple Store The keyboard was affordably priced, arrived very quickly and did exactly what I needed it to I’ll continue to keep this and the mouse in my laptop bag for future use"
29-Jan-21,Miss V.,5,,0,Fit perfect and the nose wire actually works!  They’re not thin or flimsy.  I do believe they might be a bit small for people with larger facial structure.  My facial structure is probably average/smaller and the mask fit snug but KN95/N95’s are designed to fit that way.  Just sayin...hope that helps.
29-Dec-20,Aveejeet S.,1,2,1,"I ordered these masks in Nov as they looked genuine and had good rating.  Upon receiving - outer package looked good as shown in pictures. Masks didn't had any  the one posted in Product description.  Nose wire was still green  so gave them some slack, as manufacturing may have been cutting some corners short. After wearing , i could feel that these are totally fake and cheap.  Smell and water test both failed."
15-Jan-21,Tom,5,One,0,"IF you gotta wear one, this is kind you want.  You can actually talk and breath without sucking the material down your throat.  N95 guaranteed too!"
30-Nov-20,Kindle Customer,1,,0,It seems to be one layer of cheap material. It has holes in it that serve no purpose. And you can get close to a mirror and breathe and the mirror fogs up which tells me it's letting plenty of water vapor pass through. I suggest you steer clear of these masks. I doubt seriously they offer any real protection from the pandemic. There are far better choices.
